Observation ID,Common Name,Scientific Name,Family,Genus,Observed Length (m),Observed Weight (kg),Age Class,Sex,Date of Observation,Country/Region,Habitat Type,Conservation Status,Observer Name,Notes,Observation_Year,Observation_Month,Observation_Day
922,Mugger Crocodile (Marsh Crocodile),Crocodylus palustris,Crocodylidae,Crocodylus,2.97,174.6,Subadult,Male,2015-08-02,Sri Lanka,Lakes,Vulnerable,Victor Brown,Improve move peace college usually have century.,2015,8,2
923,Borneo Crocodile (disputed),Crocodylus raninus,Crocodylidae,Crocodylus,2.59,108.0,Subadult,Unknown,2010-11-06,Malaysia (Borneo),Rivers,Data Deficient,David James,Around hold note tax several along nation after station live.,2010,11,6
924,American Crocodile,Crocodylus acutus,Crocodylidae,Crocodylus,3.74,252.0,Adult,Unknown,2024-11-03,Cuba,Estuaries,Vulnerable,Jasmin Jennings,Last security raise partner generation write lawyer try check movie growth.,2024,11,3
925,West African Slender-snouted Crocodile,Mecistops cataphractus,Crocodylidae,Mecistops,2.79,138.1,Adult,Male,2008-02-24,Guinea,Swamps,Critically Endangered,Mark Thompson,Yourself think happy again south century least represent must dinner I style good.,2008,2,24
926,West African Crocodile,Crocodylus suchus,Crocodylidae,Crocodylus,2.99,192.7,Adult,Female,2022-09-21,Sudan,Lakes,Least Concern,Jennifer Butler,Know home hair for human rich day describe course create them.,2022,9,21
927,New Guinea Crocodile,Crocodylus novaeguineae,Crocodylidae,Crocodylus,2.81,130.0,Adult,Unknown,2023-12-25,Papua New Guinea,Rivers,Least Concern,Lisa Mccullough,Television society hear fill hotel like myself laugh toward what thank include current front three process.,2023,12,25
928,Philippine Crocodile,Crocodylus mindorensis,Crocodylidae,Crocodylus,2.27,79.3,Adult,Unknown,2008-05-31,Philippines,Freshwater Marshes,Critically Endangered,Jessica Hahn,Really history project event second.,2008,5,31
929,New Guinea Crocodile,Crocodylus novaeguineae,Crocodylidae,Crocodylus,2.23,78.8,Subadult,Female,2005-06-04,Papua New Guinea,Lakes,Least Concern,Brittney Morales,Character first early school several main particular shake most.,2005,6,4
930,Borneo Crocodile (disputed),Crocodylus raninus,Crocodylidae,Crocodylus,2.46,96.9,Adult,Male,2022-04-09,Malaysia (Borneo),Rivers,Data Deficient,Amanda Davis,Beat across television apply system finish.,2022,4,9
931,Cuban Crocodile,Crocodylus rhombifer,Crocodylidae,Crocodylus,3.14,173.0,Adult,Unknown,2012-10-26,Cuba,Swamps,Critically Endangered,Christina Hernandez,Film at perhaps firm toward land full compare field.,2012,10,26
932,Mugger Crocodile (Marsh Crocodile),Crocodylus palustris,Crocodylidae,Crocodylus,3.97,269.9,Adult,Female,2005-08-12,Sri Lanka,Marshes,Vulnerable,Caitlin Gilmore,Indeed mother peace citizen need.,2005,8,12
933,West African Crocodile,Crocodylus suchus,Crocodylidae,Crocodylus,2.6,111.8,Adult,Unknown,2023-04-09,Mali,Rivers,Least Concern,William Vaughn,Wish professional chair knowledge sense career herself.,2023,4,9
934,West African Dwarf Crocodile,Osteolaemus tetraspis,Crocodylidae,Osteolaemus,1.3,17.0,Adult,Female,2014-04-24,Sierra Leone,Forest Swamps,Vulnerable,Christopher Smith,Us once consider thus wife water note.,2014,4,24
935,West African Dwarf Crocodile,Osteolaemus tetraspis,Crocodylidae,Osteolaemus,1.46,18.0,Adult,Female,2024-03-26,Guinea,Small Streams,Vulnerable,Victoria Tanner,Concern perhaps quality true book various whether.,2024,3,26
936,Freshwater Crocodile (Johnstone's),Crocodylus johnstoni,Crocodylidae,Crocodylus,2.4,72.3,Adult,Female,2006-01-07,Australia,Freshwater Rivers,Least Concern,Mark Carter,Great worker manager perform opportunity.,2006,1,7
937,Nile Crocodile,Crocodylus niloticus,Crocodylidae,Crocodylus,3.43,317.9,Adult,Unknown,2019-10-29,Tanzania,Marshes,Least Concern,Holly King DDS,Toward age five cold power red enjoy you front evening yet prevent process four all.,2019,10,29
938,Orinoco Crocodile,Crocodylus intermedius,Crocodylidae,Crocodylus,3.61,364.2,Adult,Female,2024-09-19,Venezuela,Large Rivers,Critically Endangered,Tammy Smith,Affect herself toward here along public recent.,2024,9,19
939,Central African Slender-snouted Crocodile,Mecistops leptorhynchus,Crocodylidae,Mecistops,0.19,25.8,Hatchling,Female,2005-10-08,Congo Basin Countries,Forest Rivers,Endangered,Robert Nash,Imagine garden wall rest need major entire tree try be program five meeting.,2005,10,8
940,Saltwater Crocodile,Crocodylus porosus,Crocodylidae,Crocodylus,4.01,509.2,Subadult,Male,2007-07-10,Papua New Guinea,Coastal Wetlands,Least Concern,Robert Drake,Drug computer assume occur down beautiful away rich.,2007,7,10
941,Congo Dwarf Crocodile,Osteolaemus osborni,Crocodylidae,Osteolaemus,1.28,20.5,Subadult,Unknown,2021-01-25,Congo (DRC),Slow Streams,Data Deficient,Glenda Stout,Choose personal the leave them skill black business.,2021,1,25
942,Philippine Crocodile,Crocodylus mindorensis,Crocodylidae,Crocodylus,1.98,56.1,Subadult,Female,2009-02-21,Philippines,Rivers,Critically Endangered,Christina Reese,Control responsibility before item rate decision response hit personal.,2009,2,21
943,West African Dwarf Crocodile,Osteolaemus tetraspis,Crocodylidae,Osteolaemus,1.01,11.3,Subadult,Male,2021-10-11,Côte d'Ivoire,Forest Swamps,Vulnerable,Robert Erickson,Painting control explain put ten article continue according compare culture century.,2021,10,11
944,Orinoco Crocodile,Crocodylus intermedius,Crocodylidae,Crocodylus,2.75,204.8,Adult,Male,2019-02-07,Colombia,Flooded Savannas,Critically Endangered,Valerie Graves,Could support series direction house structure.,2019,2,7
945,West African Slender-snouted Crocodile,Mecistops cataphractus,Crocodylidae,Mecistops,3.21,219.8,Adult,Female,2025-01-07,Sierra Leone,Swamps,Critically Endangered,Jason Davidson,Interview station save most pressure why edge senior ask.,2025,1,7
946,Central African Slender-snouted Crocodile,Mecistops leptorhynchus,Crocodylidae,Mecistops,2.51,111.5,Subadult,Male,2017-03-09,Cameroon,Forest Rivers,Endangered,Gregory Quinn,Sense involve purpose together knowledge with purpose five sign trial recently painting.,2017,3,9
947,West African Slender-snouted Crocodile,Mecistops cataphractus,Crocodylidae,Mecistops,3.06,185.2,Adult,Unknown,2009-02-04,Côte d'Ivoire,Shaded Forest Rivers,Critically Endangered,Laura Acosta,Late score lose matter shake finish yourself couple.,2009,2,4
948,Mugger Crocodile (Marsh Crocodile),Crocodylus palustris,Crocodylidae,Crocodylus,0.47,51.1,Hatchling,Unknown,2016-11-27,Sri Lanka,Reservoirs,Vulnerable,Amanda Gomez,They food someone war idea than less check scene.,2016,11,27
949,Morelet's Crocodile,Crocodylus moreletii,Crocodylidae,Crocodylus,0.6,35.4,Juvenile,Female,2011-08-26,Belize,Lagoons,Least Concern,Travis Marks,High that change hand its stage town character watch describe administration line.,2011,8,26
950,Central African Slender-snouted Crocodile,Mecistops leptorhynchus,Crocodylidae,Mecistops,2.69,125.3,Adult,Unknown,2018-04-28,Cameroon,Forest Rivers,Endangered,Craig Crawford,Field western near direction main rich item water civil.,2018,4,28
951,Cuban Crocodile,Crocodylus rhombifer,Crocodylidae,Crocodylus,1.79,65.6,Juvenile,Female,2018-04-07,Cuba,Freshwater Wetlands,Critically Endangered,Amy Ali,Well relationship part center million management describe.,2018,4,7
952,American Crocodile,Crocodylus acutus,Crocodylidae,Crocodylus,3.67,269.8,Adult,Unknown,2008-05-28,Cuba,Brackish Rivers,Vulnerable,Tyler Welch MD,Range investment business can example right southern.,2008,5,28
953,Siamese Crocodile,Crocodylus siamensis,Crocodylidae,Crocodylus,2.69,131.4,Adult,Female,2023-06-11,Cambodia,Oxbow Lakes,Critically Endangered,Jaclyn Waller,Adult have early war read travel total plant.,2023,6,11
954,Cuban Crocodile,Crocodylus rhombifer,Crocodylidae,Crocodylus,2.28,83.1,Adult,Male,2019-01-23,Cuba,Swamps,Critically Endangered,Karen Ramirez,Officer former create camera focus plan wife director.,2019,1,23
955,Central African Slender-snouted Crocodile,Mecistops leptorhynchus,Crocodylidae,Mecistops,3.02,179.1,Adult,Female,2010-05-31,Congo Basin Countries,Swamps,Endangered,Cynthia Weiss,None three finish thing his chance focus more leg too water road at hope.,2010,5,31
956,Borneo Crocodile (disputed),Crocodylus raninus,Crocodylidae,Crocodylus,2.18,81.8,Adult,Unknown,2016-05-23,Malaysia (Borneo),Estuarine Systems,Data Deficient,Randy Joseph,Summer arrive east plan force station lot certainly evening floor.,2016,5,23
957,Hall's New Guinea Crocodile,Crocodylus halli,Crocodylidae,Crocodylus,1.93,61.7,Juvenile,Unknown,2018-08-10,Papua New Guinea,Rivers,Least Concern,Miss Kimberly Holloway,Whatever our build safe save.,2018,8,10
958,Morelet's Crocodile,Crocodylus moreletii,Crocodylidae,Crocodylus,3.1,143.3,Adult,Unknown,2014-06-18,Belize,Lagoons,Least Concern,Robert Campbell,Institution stand action end century agent.,2014,6,18
959,Hall's New Guinea Crocodile,Crocodylus halli,Crocodylidae,Crocodylus,3.01,141.4,Subadult,Female,2020-01-04,Papua New Guinea,Freshwater Wetlands,Least Concern,Pamela Miller,Simply year land high church know finish view lay.,2020,1,4
960,Nile Crocodile,Crocodylus niloticus,Crocodylidae,Crocodylus,4.5,598.5,Subadult,Unknown,2012-09-19,Tanzania,Lakes,Least Concern,Lawrence Mitchell,Campaign what buy test need hard firm result nearly pick position how force.,2012,9,19
961,West African Slender-snouted Crocodile,Mecistops cataphractus,Crocodylidae,Mecistops,1.48,63.6,Juvenile,Unknown,2012-03-21,Nigeria,Swamps,Critically Endangered,Amanda Campbell,Series always memory reveal require market until cause bill clear research begin growth ground.,2012,3,21
962,Orinoco Crocodile,Crocodylus intermedius,Crocodylidae,Crocodylus,4.5,581.0,Adult,Male,2012-02-07,Colombia,Large Rivers,Critically Endangered,Greg Jones,Nation modern politics how choice state sport.,2012,2,7
963,West African Crocodile,Crocodylus suchus,Crocodylidae,Crocodylus,2.9,146.4,Adult,Female,2012-07-23,Chad,Lakes,Least Concern,Brian Pruitt,Dinner argue raise agency poor recently long.,2012,7,23
964,Orinoco Crocodile,Crocodylus intermedius,Crocodylidae,Crocodylus,3.38,310.3,Adult,Unknown,2017-01-27,Venezuela,Flooded Savannas,Critically Endangered,Peter Dodson,May follow series prove affect.,2017,1,27
965,Philippine Crocodile,Crocodylus mindorensis,Crocodylidae,Crocodylus,2.17,78.2,Subadult,Female,2018-10-05,Philippines,Rivers,Critically Endangered,Katherine Caldwell,Nearly always operation decade old according reduce ok happy together.,2018,10,5
966,West African Slender-snouted Crocodile,Mecistops cataphractus,Crocodylidae,Mecistops,1.93,76.0,Juvenile,Male,2008-04-05,Guinea,Swamps,Critically Endangered,Daniel Herrera,Season example news memory civil cut parent free force employee budget experience.,2008,4,5
967,Nile Crocodile,Crocodylus niloticus,Crocodylidae,Crocodylus,4.68,661.7,Adult,Female,2021-10-01,Tanzania,Marshes,Least Concern,Larry Curtis,Show daughter both hold blood value day service save fear ready Democrat.,2021,10,1
968,Borneo Crocodile (disputed),Crocodylus raninus,Crocodylidae,Crocodylus,3.02,133.1,Adult,Unknown,2010-07-16,Indonesia (Borneo),Rivers,Data Deficient,Elizabeth Ford,Discover three such describe agency actually stop team deal water home force worker own close man night experience would.,2010,7,16
969,Central African Slender-snouted Crocodile,Mecistops leptorhynchus,Crocodylidae,Mecistops,2.65,146.7,Adult,Male,2015-06-09,Gabon,Forest Rivers,Endangered,Danielle Jensen,System people tax water us field high.,2015,6,9
970,West African Slender-snouted Crocodile,Mecistops cataphractus,Crocodylidae,Mecistops,2.84,138.2,Subadult,Unknown,2012-12-13,Guinea,Swamps,Critically Endangered,Caitlin Brown,Position wife score health evidence president father alone.,2012,12,13
971,Nile Crocodile,Crocodylus niloticus,Crocodylidae,Crocodylus,2.07,202.3,Juvenile,Unknown,2011-11-01,Tanzania,Lakes,Least Concern,Charles Bryant,Build PM weight society they usually company both right lay though reason.,2011,11,1
972,Borneo Crocodile (disputed),Crocodylus raninus,Crocodylidae,Crocodylus,2.37,76.0,Adult,Unknown,2021-12-03,Malaysia (Borneo),Rivers,Data Deficient,Alexander Hart,Rule check assume question.,2021,12,3
973,American Crocodile,Crocodylus acutus,Crocodylidae,Crocodylus,3.25,204.5,Adult,Male,2023-09-30,Cuba,Coastal Lagoons,Vulnerable,Jonathan Rivas,Company actually today prevent where then report rest dark environment provide white could ready.,2023,9,30
974,Morelet's Crocodile,Crocodylus moreletii,Crocodylidae,Crocodylus,2.41,92.5,Adult,Female,2020-08-15,Belize,Swamps,Least Concern,Whitney Williams,Structure itself weight major discuss summer another hair our lead line clearly probably he.,2020,8,15
975,Orinoco Crocodile,Crocodylus intermedius,Crocodylidae,Crocodylus,1.73,117.2,Juvenile,Unknown,2019-03-14,Venezuela,Flooded Savannas,Critically Endangered,Brianna Moss,Imagine oil head work should challenge pull threat put imagine which beat education.,2019,3,14
976,Morelet's Crocodile,Crocodylus moreletii,Crocodylidae,Crocodylus,2.1,78.2,Subadult,Unknown,2005-04-14,Mexico,Rivers,Least Concern,Tim Brewer,Send technology clearly amount media teacher person out music story city sometimes cause staff.,2005,4,14
977,Freshwater Crocodile (Johnstone's),Crocodylus johnstoni,Crocodylidae,Crocodylus,1.32,27.3,Juvenile,Male,2012-09-29,Australia,Gorges,Least Concern,Michael Miller,Thing wrong name mind offer effort nearly walk science.,2012,9,29
978,Hall's New Guinea Crocodile,Crocodylus halli,Crocodylidae,Crocodylus,1.99,52.1,Juvenile,Male,2025-12-23,Papua New Guinea,Rivers,Least Concern,Rachel Burns,Rule someone nature house prevent hotel officer seek reach write.,2025,12,23
979,Morelet's Crocodile,Crocodylus moreletii,Crocodylidae,Crocodylus,2.3,80.3,Adult,Unknown,2025-08-20,Belize,Rivers,Least Concern,Mathew Moore,Respond throw wide son manager trouble reason fill sense field decide.,2025,8,20
980,West African Crocodile,Crocodylus suchus,Crocodylidae,Crocodylus,2.76,121.2,Subadult,Male,2025-07-23,Chad,Oases,Least Concern,Tiffany Lee,All building control simply.,2025,7,23
981,West African Dwarf Crocodile,Osteolaemus tetraspis,Crocodylidae,Osteolaemus,1.01,11.3,Adult,Female,2012-03-09,Sierra Leone,Small Streams,Vulnerable,David Tapia,War product action our gas heart field people try play.,2012,3,9
982,Freshwater Crocodile (Johnstone's),Crocodylus johnstoni,Crocodylidae,Crocodylus,2.14,57.7,Adult,Female,2022-04-16,Australia,Gorges,Least Concern,Meghan Rowland,Floor all red technology himself much better.,2022,4,16
983,Philippine Crocodile,Crocodylus mindorensis,Crocodylidae,Crocodylus,2.04,69.0,Adult,Male,2011-10-18,Philippines,Freshwater Marshes,Critically Endangered,Lisa Bell,Yes here while service beautiful edge begin early store piece behind here front.,2011,10,18
984,Congo Dwarf Crocodile,Osteolaemus osborni,Crocodylidae,Osteolaemus,0.6,6.8,Juvenile,Male,2007-03-20,Central African Republic,Forest Swamps,Data Deficient,Julie Morris,Since take describe improve act campaign television sit very know maybe.,2007,3,20
985,New Guinea Crocodile,Crocodylus novaeguineae,Crocodylidae,Crocodylus,2.5,80.4,Adult,Male,2025-03-12,Papua New Guinea,Swamps,Least Concern,Michael Price,President any one recently make total fall.,2025,3,12
986,Mugger Crocodile (Marsh Crocodile),Crocodylus palustris,Crocodylidae,Crocodylus,2.54,113.2,Juvenile,Male,2008-03-06,Iran (historic),Rivers,Vulnerable,Dylan Rivera,Rather why baby lot eat hold season.,2008,3,6
987,Borneo Crocodile (disputed),Crocodylus raninus,Crocodylidae,Crocodylus,3.91,272.3,Adult,Male,2023-04-27,Malaysia (Borneo),Estuarine Systems,Data Deficient,Cassandra Bennett,Consumer future raise suffer director.,2023,4,27
988,West African Crocodile,Crocodylus suchus,Crocodylidae,Crocodylus,0.92,37.6,Juvenile,Male,2009-02-11,Sudan,Lakes,Least Concern,Michael Buck,Clearly car without painting age.,2009,2,11
989,Siamese Crocodile,Crocodylus siamensis,Crocodylidae,Crocodylus,3.04,163.6,Adult,Female,2023-06-17,Thailand,Slow Rivers,Critically Endangered,Robert Jordan DDS,Play blood list everything newspaper institution assume enjoy we group husband try trade then.,2023,6,17
990,Central African Slender-snouted Crocodile,Mecistops leptorhynchus,Crocodylidae,Mecistops,0.35,26.5,Hatchling,Unknown,2023-02-02,Cameroon,Forest Rivers,Endangered,Christopher Hudson,Land you health enjoy at so control including nice discussion.,2023,2,2
991,Hall's New Guinea Crocodile,Crocodylus halli,Crocodylidae,Crocodylus,2.74,121.5,Adult,Male,2022-03-28,Papua New Guinea,Rivers,Least Concern,Casey Miles,Head member activity.,2022,3,28
992,Nile Crocodile,Crocodylus niloticus,Crocodylidae,Crocodylus,3.13,285.8,Subadult,Male,2012-07-14,Egypt,Reservoirs,Least Concern,Deborah Moreno,They case TV team song.,2012,7,14
993,West African Slender-snouted Crocodile,Mecistops cataphractus,Crocodylidae,Mecistops,2.26,88.5,Adult,Male,2007-07-02,Nigeria,Shaded Forest Rivers,Critically Endangered,John Mendoza,Common need phone teach audience project tax certainly.,2007,7,2
994,West African Dwarf Crocodile,Osteolaemus tetraspis,Crocodylidae,Osteolaemus,0.39,4.9,Juvenile,Female,2005-01-29,Ghana,Forest Swamps,Vulnerable,Karen Fritz,Not east send style gun different energy arrive.,2005,1,29
995,Morelet's Crocodile,Crocodylus moreletii,Crocodylidae,Crocodylus,3.4,159.5,Adult,Female,2017-10-26,Guatemala,Rivers,Least Concern,Seth Norman,Cover risk health last student different.,2017,10,26
996,West African Crocodile,Crocodylus suchus,Crocodylidae,Crocodylus,2.55,112.3,Adult,Female,2015-10-01,Mauritania,Lakes,Least Concern,Karen Avery,Thousand position sense church out explain significant item all at be through certainly political hard hotel let.,2015,10,1
